,Genus,Species,gt,rep,mt,Tav,Rmt,SLA,N
bpapyrifera_gt15C_r2_mt50_data,Betula,papyrifera,gt15,r2,mt50,44.6725,4.34397820974257,130.239265158809,2.03
bpapyrifera_gt15C_r3_mt14_data,Betula,papyrifera,gt15,r3,mt14,14.0027272727273,1.03066619000203,140.463385900819,1.71
bpapyrifera_gt15C_r3_mt23_data,Betula,papyrifera,gt15,r3,mt23,23.2036363636364,1.97086492072741,140.463385900819,1.71
bpapyrifera_gt15C_r3_mt15_data,Betula,papyrifera,gt15,r3,mt15,15.0318181818182,1.11325733485586,140.463385900819,1.71
bpapyrifera_gt15C_r3_mt32_data,Betula,papyrifera,gt15,r3,mt32,31.9818181818182,3.35694853682025,140.463385900819,1.71
bpapyrifera_gt15C_r3_mt41_data,Betula,papyrifera,gt15,r3,mt41,40.9854545454545,5.31273777861196,140.463385900819,1.71
bpapyrifera_gt15C_r3_mt50_data,Betula,papyrifera,gt15,r3,mt50,44.8211111111111,6.28941032403265,140.463385900819,1.71
bpapyrifera_gt15C_r4_mt14_data,Betula,papyrifera,gt15,r4,mt14,14.0672727272727,0.15833671498593,130.976936009384,1.9
bpapyrifera_gt15C_r4_mt23_data,Betula,papyrifera,gt15,r4,mt23,23.2736363636364,0.743463867161579,130.976936009384,1.9
bpapyrifera_gt15C_r4_mt15_data,Betula,papyrifera,gt15,r4,mt15,15.0118181818182,0.19054451685958,130.976936009384,1.9
bpapyrifera_gt15C_r4_mt32_data,Betula,papyrifera,gt15,r4,mt32,32.0327272727273,1.89825658452553,130.976936009384,1.9
bpapyrifera_gt15C_r4_mt41_data,Betula,papyrifera,gt15,r4,mt41,41.12,2.89505169173981,130.976936009384,1.9
bpapyrifera_gt15C_r4_mt50_data,Betula,papyrifera,gt15,r4,mt50,44.844,2.92718632041088,130.976936009384,1.9
bpapyrifera_gt20C_r1_mt14_data,Betula,papyrifera,gt20,r1,mt14,14.0809090909091,0.25342157054387,126.949773972275,0.99
bpapyrifera_gt20C_r1_mt23_data,Betula,papyrifera,gt20,r1,mt23,22.9481818181818,0.707477300091841,126.949773972275,0.99
bpapyrifera_gt20C_r1_mt20_data,Betula,papyrifera,gt20,r1,mt20,19.9490909090909,0.519613519162894,126.949773972275,0.99
bpapyrifera_gt20C_r1_mt32_data,Betula,papyrifera,gt20,r1,mt32,32.5854545454545,1.46005727200407,126.949773972275,0.99
bpapyrifera_gt20C_r1_mt41_data,Betula,papyrifera,gt20,r1,mt41,40.98,1.96886874050631,126.949773972275,0.99
bpapyrifera_gt20C_r1_mt50_data,Betula,papyrifera,gt20,r1,mt50,46.0044444444444,2.03090376530347,126.949773972275,0.99
bpapyrifera_gt20C_r2_mt14_data,Betula,papyrifera,gt20,r2,mt14,13.9972727272727,0.088412581281227,144.069612131468,1.26
bpapyrifera_gt20C_r2_mt23_data,Betula,papyrifera,gt20,r2,mt23,23.0036363636364,0.387666037200613,144.069612131468,1.26
bpapyrifera_gt20C_r2_mt20_data,Betula,papyrifera,gt20,r2,mt20,19.9236363636364,0.249892044921521,144.069612131468,1.26
bpapyrifera_gt20C_r2_mt32_data,Betula,papyrifera,gt20,r2,mt32,32.0763636363636,0.946429361301648,144.069612131468,1.26
bpapyrifera_gt20C_r2_mt41_data,Betula,papyrifera,gt20,r2,mt41,41.01,1.26978444597728,144.069612131468,1.26
bpapyrifera_gt20C_r2_mt50_data,Betula,papyrifera,gt20,r2,mt50,44.9436363636364,1.20225773366283,144.069612131468,1.26
bpapyrifera_gt20C_r3_mt14_data,Betula,papyrifera,gt20,r3,mt14,13.9672727272727,0.638617598139049,122.50435656118,1.09
bpapyrifera_gt20C_r3_mt23_data,Betula,papyrifera,gt20,r3,mt23,23.1481818181818,0.994587497718483,122.50435656118,1.09
bpapyrifera_gt20C_r3_mt20_data,Betula,papyrifera,gt20,r3,mt20,20.0009090909091,0.851742690870417,122.50435656118,1.09
bpapyrifera_gt20C_r3_mt32_data,Betula,papyrifera,gt20,r3,mt32,31.9563636363636,1.56218218924556,122.50435656118,1.09
bpapyrifera_gt20C_r3_mt41_data,Betula,papyrifera,gt20,r3,mt41,40.9681818181818,2.54686962971807,122.50435656118,1.09
bpapyrifera_gt20C_r3_mt50_data,Betula,papyrifera,gt20,r3,mt50,45.6766666666667,3.32356102918182,122.50435656118,1.09
bpapyrifera_gt20C_r4_mt14_data,Betula,papyrifera,gt20,r4,mt14,14.0136363636364,0.229410847549246,105.388214878561,1.04
bpapyrifera_gt20C_r4_mt23_data,Betula,papyrifera,gt20,r4,mt23,23.3854545454545,0.590787566870834,105.388214878561,1.04
bpapyrifera_gt20C_r4_mt20_data,Betula,papyrifera,gt20,r4,mt20,20.0281818181818,0.437018637892694,105.388214878561,1.04
bpapyrifera_gt20C_r4_mt32_data,Betula,papyrifera,gt20,r4,mt32,32.0763636363636,1.06213052558808,105.388214878561,1.04
bpapyrifera_gt20C_r4_mt41_data,Betula,papyrifera,gt20,r4,mt41,41.0190909090909,1.45047698908768,105.388214878561,1.04
bpapyrifera_gt20C_r4_mt50_data,Betula,papyrifera,gt20,r4,mt50,45.2536363636364,1.51609701567006,105.388214878561,1.04
bpapyrifera_gt35C_r1_mt14_data,Betula,papyrifera,gt35,r1,mt14,13.9881818181818,0.464675249674668,-0.0001000100010001,2.01
bpapyrifera_gt35C_r1_mt23_data,Betula,papyrifera,gt35,r1,mt23,22.9736363636364,0.856433500640851,-0.0001000100010001,2.01
bpapyrifera_gt35C_r1_mt32_data,Betula,papyrifera,gt35,r1,mt32,31.9590909090909,1.43810754260586,-0.0001000100010001,2.01
bpapyrifera_gt35C_r1_mt41_data,Betula,papyrifera,gt35,r1,mt41,41.064,2.21118490336894,-0.0001000100010001,2.01
bpapyrifera_gt35C_r1_mt50_data,Betula,papyrifera,gt35,r1,mt50,48.4375,2.92076145602006,-0.0001000100010001,2.01
bpapyrifera_gt35C_r2_mt14_data,Betula,papyrifera,gt35,r2,mt14,13.9628571428571,0.525083491353016,322.304399100513,2.53
bpapyrifera_gt35C_r2_mt23_data,Betula,papyrifera,gt35,r2,mt23,22.9836363636364,0.925116736422072,322.304399100513,2.53
bpapyrifera_gt35C_r2_mt32_data,Betula,papyrifera,gt35,r2,mt32,32.01,1.42902685206551,322.304399100513,2.53
bpapyrifera_gt35C_r2_mt41_data,Betula,papyrifera,gt35,r2,mt41,40.974,1.93142389714829,322.304399100513,2.53
bpapyrifera_gt35C_r2_mt50_data,Betula,papyrifera,gt35,r2,mt50,48.31,2.24341119889862,322.304399100513,2.53
coderata_gt15C_r1_mt14_data,Cedrela,oderata,gt15,r1,mt14,13.9792307692308,0.248081626915043,332.514903317967,2.64
coderata_gt15C_r1_mt23_data,Cedrela,oderata,gt15,r1,mt23,22.9023076923077,0.622503865741942,332.514903317967,2.64
coderata_gt15C_r1_mt15_data,Cedrela,oderata,gt15,r1,mt15,14.9284615384615,0.276006903996616,332.514903317967,2.64
coderata_gt15C_r1_mt32_data,Cedrela,oderata,gt15,r1,mt32,32.0076923076923,1.31512404905075,332.514903317967,2.64
coderata_gt15C_r1_mt41_data,Cedrela,oderata,gt15,r1,mt41,41.0261538461538,2.28119000714063,332.514903317967,2.64
coderata_gt15C_r1_mt50_data,Cedrela,oderata,gt15,r1,mt50,47.1815384615385,2.9802953597569,332.514903317967,2.64
coderata_gt15C_r2_mt14_data,Cedrela,oderata,gt15,r2,mt14,14.2115384615385,0.504182592891216,227.064241015068,1.58
coderata_gt15C_r2_mt23_data,Cedrela,oderata,gt15,r2,mt23,23.0466666666667,0.876625115009853,227.064241015068,1.58
coderata_gt15C_r2_mt15_data,Cedrela,oderata,gt15,r2,mt15,14.9825,0.529277682334592,227.064241015068,1.58
coderata_gt15C_r2_mt32_data,Cedrela,oderata,gt15,r2,mt32,31.9084615384615,1.51495751884918,227.064241015068,1.58
coderata_gt15C_r2_mt41_data,Cedrela,oderata,gt15,r2,mt41,41.0415384615385,2.64079184750566,227.064241015068,1.58
coderata_gt15C_r2_mt50_data,Cedrela,oderata,gt15,r2,mt50,45.6384615384615,3.48216880949713,227.064241015068,1.58
coderata_gt20C_r1_mt14_data,Cedrela,oderata,gt20,r1,mt14,13.9707692307692,0.403412464246543,287.96875193479,1.5
coderata_gt20C_r1_mt23_data,Cedrela,oderata,gt20,r1,mt23,23.0815384615385,0.619295959599408,287.96875193479,1.5
coderata_gt20C_r1_mt20_data,Cedrela,oderata,gt20,r1,mt20,19.9784615384615,0.538286655267322,287.96875193479,1.5
coderata_gt20C_r1_mt32_data,Cedrela,oderata,gt20,r1,mt32,31.9646153846154,0.894987740423509,287.96875193479,1.5
coderata_gt20C_r1_mt41_data,Cedrela,oderata,gt20,r1,mt41,40.9030769230769,1.23375360501598,287.96875193479,1.5
coderata_gt20C_r1_mt50_data,Cedrela,oderata,gt20,r1,mt50,46.4476923076923,1.46847319349332,287.96875193479,1.5
coderata_gt20C_r2_mt14_data,Cedrela,oderata,gt20,r2,mt14,13.9783333333333,0.285831856087688,-0.0001000100010001,-9999
coderata_gt20C_r2_mt23_data,Cedrela,oderata,gt20,r2,mt23,22.9723076923077,0.597014551771944,-0.0001000100010001,-9999
coderata_gt20C_r2_mt20_data,Cedrela,oderata,gt20,r2,mt20,19.976,0.480694621892025,-0.0001000100010001,-9999
coderata_gt20C_r2_mt32_data,Cedrela,oderata,gt20,r2,mt32,32.0507692307692,0.966507798604818,-0.0001000100010001,-9999
coderata_gt20C_r2_mt41_data,Cedrela,oderata,gt20,r2,mt41,40.9946153846154,1.20132562678202,-0.0001000100010001,-9999
coderata_gt20C_r2_mt50_data,Cedrela,oderata,gt20,r2,mt50,45.0907692307692,1.21875880339075,-0.0001000100010001,-9999
coderata_gt20C_r3_mt14_data,Cedrela,oderata,gt20,r3,mt14,14.1208333333333,0.289015416230267,209.489014396085,1.46
coderata_gt20C_r3_mt23_data,Cedrela,oderata,gt20,r3,mt23,23.0461538461538,0.417915107470127,209.489014396085,1.46
coderata_gt20C_r3_mt20_data,Cedrela,oderata,gt20,r3,mt20,20.0292307692308,0.364261880453935,209.489014396085,1.46
coderata_gt20C_r3_mt32_data,Cedrela,oderata,gt20,r3,mt32,32.0415384615385,0.680092558109037,209.489014396085,1.46
coderata_gt20C_r3_mt41_data,Cedrela,oderata,gt20,r3,mt41,40.9969230769231,1.23886553309432,209.489014396085,1.46
coderata_gt20C_r3_mt50_data,Cedrela,oderata,gt20,r3,mt50,46.0307692307692,1.82512823864884,209.489014396085,1.46
coderata_gt25C_r1_mt14_data,Cedrela,oderata,gt25,r1,mt14,13.9353846153846,0.12808068084395,228.768300034201,1.08
coderata_gt25C_r1_mt23_data,Cedrela,oderata,gt25,r1,mt23,22.8969230769231,0.628934543013756,228.768300034201,1.08
coderata_gt25C_r1_mt25_data,Cedrela,oderata,gt25,r1,mt25,24.9930769230769,0.813767720209973,228.768300034201,1.08
coderata_gt25C_r1_mt32_data,Cedrela,oderata,gt25,r1,mt32,32.0069230769231,1.40516900931748,228.768300034201,1.08
coderata_gt25C_r1_mt41_data,Cedrela,oderata,gt25,r1,mt41,40.97,1.39137320335514,228.768300034201,1.08
coderata_gt25C_r1_mt50_data,Cedrela,oderata,gt25,r1,mt50,46.2369230769231,0.955034374534301,228.768300034201,1.08
coderata_gt25C_r3_mt14_data,Cedrela,oderata,gt25,r3,mt14,13.9369230769231,0.245524974721021,233.042868701783,1.3
coderata_gt25C_r3_mt23_data,Cedrela,oderata,gt25,r3,mt23,22.9276923076923,0.483662064582392,233.042868701783,1.3
coderata_gt25C_r3_mt25_data,Cedrela,oderata,gt25,r3,mt25,25.0307692307692,0.553733079198712,233.042868701783,1.3
coderata_gt25C_r3_mt32_data,Cedrela,oderata,gt25,r3,mt32,32.04,0.815525418931806,233.042868701783,1.3
coderata_gt25C_r3_mt41_data,Cedrela,oderata,gt25,r3,mt41,41.0207692307692,1.16037392028853,233.042868701783,1.3
coderata_gt25C_r3_mt50_data,Cedrela,oderata,gt25,r3,mt50,46.4846153846154,1.32909724238909,233.042868701783,1.3
coderata_gt30C_r1_mt14_data,Cedrela,oderata,gt30,r1,mt14,13.97,0.49405375149911,292.315180073459,3.02
coderata_gt30C_r1_mt23_data,Cedrela,oderata,gt30,r1,mt23,23.0046153846154,1.45693039307797,292.315180073459,3.02
coderata_gt30C_r1_mt30_data,Cedrela,oderata,gt30,r1,mt30,30.0007692307692,2.48585810533378,292.315180073459,3.02
coderata_gt30C_r1_mt32_data,Cedrela,oderata,gt30,r1,mt32,31.93,2.74946672524498,292.315180073459,3.02
coderata_gt30C_r1_mt41_data,Cedrela,oderata,gt30,r1,mt41,40.995,3.37232191145883,292.315180073459,3.02
coderata_gt30C_r1_mt50_data,Cedrela,oderata,gt30,r1,mt50,46.14,3.10768249156204,292.315180073459,3.02
coderata_gt30C_r2_mt14_data,Cedrela,oderata,gt30,r2,mt14,13.8784615384615,0.328456958752229,206.96486440283,1.75
coderata_gt30C_r2_mt23_data,Cedrela,oderata,gt30,r2,mt23,23.0069230769231,0.550259954400787,206.96486440283,1.75
coderata_gt30C_r2_mt30_data,Cedrela,oderata,gt30,r2,mt30,29.9976923076923,0.792485069909498,206.96486440283,1.75
coderata_gt30C_r2_mt32_data,Cedrela,oderata,gt30,r2,mt32,31.9676923076923,0.87411508585015,206.96486440283,1.75
coderata_gt30C_r2_mt41_data,Cedrela,oderata,gt30,r2,mt41,41.0569230769231,1.33736043264231,206.96486440283,1.75
coderata_gt30C_r2_mt50_data,Cedrela,oderata,gt30,r2,mt50,46.0807692307692,1.65969001537364,206.96486440283,1.75
coderata_gt30C_r3_mt14_data,Cedrela,oderata,gt30,r3,mt14,13.97,0.266584810595804,211.158056239414,1.78
coderata_gt30C_r3_mt23_data,Cedrela,oderata,gt30,r3,mt23,23.0415384615385,0.392852903748423,211.158056239414,1.78
coderata_gt30C_r3_mt30_data,Cedrela,oderata,gt30,r3,mt30,29.9907692307692,0.533571965437631,211.158056239414,1.78
coderata_gt30C_r3_mt32_data,Cedrela,oderata,gt30,r3,mt32,32.0476923076923,0.585071352103509,211.158056239414,1.78
coderata_gt30C_r3_mt41_data,Cedrela,oderata,gt30,r3,mt41,41.0638461538462,0.883418423865761,211.158056239414,1.78
coderata_gt35C_r1_mt14_data,Cedrela,oderata,gt35,r1,mt14,13.9892307692308,0.0641843529154766,281.191204676547,2.28
coderata_gt35C_r1_mt23_data,Cedrela,oderata,gt35,r1,mt23,23.0415384615385,0.404059124730366,281.191204676547,2.28
coderata_gt35C_r1_mt35_data,Cedrela,oderata,gt35,r1,mt35,35.0038461538462,1.28309432809343,281.191204676547,2.28
coderata_gt35C_r1_mt32_data,Cedrela,oderata,gt35,r1,mt32,31.9869230769231,1.09946509333857,281.191204676547,2.28
coderata_gt35C_r1_mt41_data,Cedrela,oderata,gt35,r1,mt41,41.05,1.32407479128125,281.191204676547,2.28
coderata_gt35C_r1_mt50_data,Cedrela,oderata,gt35,r1,mt50,46.8715384615385,0.961139237268452,281.191204676547,2.28
coderata_gt35C_r2_mt14_data,Cedrela,oderata,gt35,r2,mt14,13.8883333333333,0.260006407267064,325.054308448584,2.03
coderata_gt35C_r2_mt23_data,Cedrela,oderata,gt35,r2,mt23,22.6866666666667,0.430851904597643,325.054308448584,2.03
coderata_gt35C_r2_mt35_data,Cedrela,oderata,gt35,r2,mt35,34.79,0.71664789237129,325.054308448584,2.03
coderata_gt35C_r2_mt32_data,Cedrela,oderata,gt35,r2,mt32,31.9707692307692,0.648916989513306,325.054308448584,2.03
coderata_gt35C_r2_mt41_data,Cedrela,oderata,gt35,r2,mt41,40.8438461538462,0.852597025495281,325.054308448584,2.03
coderata_gt35C_r2_mt50_data,Cedrela,oderata,gt35,r2,mt50,46.8223076923077,0.960015502773517,325.054308448584,2.03
coderata_gt35C_r3_mt14_data,Cedrela,oderata,gt35,r3,mt14,14.0407692307692,0.0988531935239979,269.059068151586,2.12
coderata_gt35C_r3_mt23_data,Cedrela,oderata,gt35,r3,mt23,23.0338461538462,0.199720766107435,269.059068151586,2.12
coderata_gt35C_r3_mt35_data,Cedrela,oderata,gt35,r3,mt35,34.9333333333333,0.448798550829277,269.059068151586,2.12
coderata_gt35C_r3_mt32_data,Cedrela,oderata,gt35,r3,mt32,31.96,0.371360816875255,269.059068151586,2.12
coderata_gt35C_r3_mt41_data,Cedrela,oderata,gt35,r3,mt41,40.9836363636364,0.642534970072596,269.059068151586,2.12
coderata_gt35C_r3_mt50_data,Cedrela,oderata,gt35,r3,mt50,47.3330769230769,0.901190581306172,269.059068151586,2.12
csativa_gt15C_r1_mt14_data,Cucumis,sativa,gt15,r1,mt14,14.02362574,0.0382333293402431,258.537690141544,1.65
csativa_gt15C_r1_mt23_data,Cucumis,sativa,gt15,r1,mt23,23.0592437153846,0.302418258700658,258.537690141544,1.65
csativa_gt15C_r1_mt15_data,Cucumis,sativa,gt15,r1,mt15,14.9879391746154,0.0497957548071358,258.537690141544,1.65
csativa_gt15C_r1_mt32_data,Cucumis,sativa,gt15,r1,mt32,32.06384688,0.957939182836209,258.537690141544,1.65
csativa_gt15C_r1_mt41_data,Cucumis,sativa,gt15,r1,mt41,41.0201037484615,1.22706964473912,258.537690141544,1.65
csativa_gt15C_r1_mt50_data,Cucumis,sativa,gt15,r1,mt50,45.4005235530769,0.999171951793308,258.537690141544,1.65
csativa_gt15C_r2_mt14_data,Cucumis,sativa,gt15,r2,mt14,13.9277808853846,0.629630199994911,249.134196384016,2.85
csativa_gt15C_r2_mt23_data,Cucumis,sativa,gt15,r2,mt23,23.0908578730769,1.35612098724682,249.134196384016,2.85
csativa_gt15C_r2_mt15_data,Cucumis,sativa,gt15,r2,mt15,14.9451676884615,0.691250777102504,249.134196384016,2.85
csativa_gt15C_r2_mt32_data,Cucumis,sativa,gt15,r2,mt32,32.0243709261538,2.44259279998789,249.134196384016,2.85
csativa_gt15C_r2_mt41_data,Cucumis,sativa,gt15,r2,mt41,40.9765088023077,3.7608791289784,249.134196384016,2.85
csativa_gt15C_r2_mt50_data,Cucumis,sativa,gt15,r2,mt50,43.4140671953846,4.11550854060139,249.134196384016,2.85
csativa_gt15C_r3_mt14_data,Cucumis,sativa,gt15,r3,mt14,14.0951502861538,0.801736036645778,227.41331004621,2.08
csativa_gt15C_r3_mt23_data,Cucumis,sativa,gt15,r3,mt23,23.05019995,1.03887013225931,227.41331004621,2.08
csativa_gt15C_r3_mt15_data,Cucumis,sativa,gt15,r3,mt15,14.9884879046154,0.817036860150904,227.41331004621,2.08
csativa_gt15C_r3_mt32_data,Cucumis,sativa,gt15,r3,mt32,32.0181718961538,1.57236974151984,227.41331004621,2.08
csativa_gt15C_r3_mt41_data,Cucumis,sativa,gt15,r3,mt41,41.0230011569231,2.78646323644068,227.41331004621,2.08
csativa_gt15C_r3_mt50_data,Cucumis,sativa,gt15,r3,mt50,45.5438015276923,3.93924474347899,227.41331004621,2.08
csativa_gt20C_r1_mt14_data,Cucumis,sativa,gt20,r1,mt14,14.0734842738462,0.0660244914643429,257.841142525043,2.98
csativa_gt20C_r1_mt23_data,Cucumis,sativa,gt20,r1,mt23,22.9659812646154,0.509909432165978,257.841142525043,2.98
csativa_gt20C_r1_mt20_data,Cucumis,sativa,gt20,r1,mt20,20.0144688530769,0.286753012435214,257.841142525043,2.98
csativa_gt20C_r1_mt32_data,Cucumis,sativa,gt20,r1,mt32,31.9925733707692,1.5722231790022,257.841142525043,2.98
csativa_gt20C_r1_mt41_data,Cucumis,sativa,gt20,r1,mt41,41.0568489669231,1.86094865980833,257.841142525043,2.98
csativa_gt20C_r1_mt50_data,Cucumis,sativa,gt20,r1,mt50,44.4349767230769,1.54853071309391,257.841142525043,2.98
csativa_gt20C_r2_mt14_data,Cucumis,sativa,gt20,r2,mt14,13.9662745,0.815666316490297,225.595119926366,4.01
csativa_gt20C_r2_mt23_data,Cucumis,sativa,gt20,r2,mt23,22.9147087984615,1.55132074408968,225.595119926366,4.01
csativa_gt20C_r2_mt20_data,Cucumis,sativa,gt20,r2,mt20,19.9913525215385,1.27513850692449,225.595119926366,4.01
csativa_gt20C_r2_mt32_data,Cucumis,sativa,gt20,r2,mt32,32.0370653584615,2.62158879057862,225.595119926366,4.01
csativa_gt20C_r2_mt41_data,Cucumis,sativa,gt20,r2,mt41,40.9945147584615,3.85970488253319,225.595119926366,4.01
csativa_gt20C_r2_mt50_data,Cucumis,sativa,gt20,r2,mt50,45.6619394746154,4.48946439551993,225.595119926366,4.01
csativa_gt25C_r1_mt14_data,Cucumis,sativa,gt25,r1,mt14,14.0760977084615,0.245049299621023,290.377752418121,2.17
csativa_gt25C_r1_mt23_data,Cucumis,sativa,gt25,r1,mt23,23.0979599576923,1.06149729041439,290.377752418121,2.17
csativa_gt25C_r1_mt25_data,Cucumis,sativa,gt25,r1,mt25,25.0648398769231,1.33412443032547,290.377752418121,2.17
csativa_gt25C_r1_mt32_data,Cucumis,sativa,gt25,r1,mt32,32.0526472215385,2.309285130871,290.377752418121,2.17
csativa_gt25C_r1_mt41_data,Cucumis,sativa,gt25,r1,mt41,40.9293923007692,2.56241589762804,290.377752418121,2.17
csativa_gt25C_r1_mt50_data,Cucumis,sativa,gt25,r1,mt50,43.0881784884615,2.37722685251865,290.377752418121,2.17
csativa_gt25C_r2_mt14_data,Cucumis,sativa,gt25,r2,mt14,13.9723527630769,0.488221082791522,229.572996522199,1.76
csativa_gt25C_r2_mt23_data,Cucumis,sativa,gt25,r2,mt23,22.9761764815385,0.921541110402568,229.572996522199,1.76
csativa_gt25C_r2_mt25_data,Cucumis,sativa,gt25,r2,mt25,24.9851687492308,1.04856153609433,229.572996522199,1.76
csativa_gt25C_r2_mt32_data,Cucumis,sativa,gt25,r2,mt32,32.0592651376923,1.59273293528949,229.572996522199,1.76
csativa_gt25C_r2_mt41_data,Cucumis,sativa,gt25,r2,mt41,40.9576674246154,2.48485262217311,229.572996522199,1.76
csativa_gt25C_r2_mt50_data,Cucumis,sativa,gt25,r2,mt50,43.2325013961538,2.7439979406115,229.572996522199,1.76
csativa_gt25C_r3_mt14_data,Cucumis,sativa,gt25,r3,mt14,13.9364094369231,0.41089243874008,263.410491534514,1.44
csativa_gt25C_r3_mt23_data,Cucumis,sativa,gt25,r3,mt23,22.9450661592308,0.700827463527495,263.410491534514,1.44
csativa_gt25C_r3_mt25_data,Cucumis,sativa,gt25,r3,mt25,25.0418093761538,0.793309713832355,263.410491534514,1.44
csativa_gt25C_r3_mt32_data,Cucumis,sativa,gt25,r3,mt32,32.0223143646154,1.19752016507408,263.410491534514,1.44
csativa_gt25C_r3_mt41_data,Cucumis,sativa,gt25,r3,mt41,40.9966389576923,2.02932918396666,263.410491534514,1.44
csativa_gt25C_r3_mt50_data,Cucumis,sativa,gt25,r3,mt50,45.6990567730769,2.67300071907563,263.410491534514,1.44
csativa_gt30C_r1_mt14_data,Cucumis,sativa,gt30,r1,mt14,14.0927898715385,0.0835314980602565,228.505462308824,1.83
csativa_gt30C_r1_mt23_data,Cucumis,sativa,gt30,r1,mt23,23.0244909423077,0.381873380315926,228.505462308824,1.83
csativa_gt30C_r1_mt30_data,Cucumis,sativa,gt30,r1,mt30,30.00445762,0.816596735150252,228.505462308824,1.83
csativa_gt30C_r1_mt32_data,Cucumis,sativa,gt30,r1,mt32,32.0967087369231,0.953250480967624,228.505462308824,1.83
csativa_gt30C_r1_mt41_data,Cucumis,sativa,gt30,r1,mt41,40.9597408584615,1.26323646044138,228.505462308824,1.83
csativa_gt30C_r1_mt50_data,Cucumis,sativa,gt30,r1,mt50,42.4536144546154,1.24801300236926,228.505462308824,1.83
csativa_gt30C_r2_mt14_data,Cucumis,sativa,gt30,r2,mt14,14.00636783,0.371454676226729,246.916079891179,1.72
csativa_gt30C_r2_mt23_data,Cucumis,sativa,gt30,r2,mt23,22.97312443,0.727363274538434,246.916079891179,1.72
csativa_gt30C_r2_mt30_data,Cucumis,sativa,gt30,r2,mt30,30.0546671061538,1.11819714707896,246.916079891179,1.72
csativa_gt30C_r2_mt32_data,Cucumis,sativa,gt30,r2,mt32,32.0047041092308,1.23929007059231,246.916079891179,1.72
csativa_gt30C_r2_mt41_data,Cucumis,sativa,gt30,r2,mt41,40.9377197861538,1.82109933871901,246.916079891179,1.72
csativa_gt30C_r2_mt50_data,Cucumis,sativa,gt30,r2,mt50,42.7247376069231,1.93376607182519,246.916079891179,1.72
csativa_gt30C_r3_mt14_data,Cucumis,sativa,gt30,r3,mt14,13.8941346676923,0.579098397846544,263.109981024508,2.16
csativa_gt30C_r3_mt23_data,Cucumis,sativa,gt30,r3,mt23,23.0756398707692,0.809280357849854,263.109981024508,2.16
csativa_gt30C_r3_mt30_data,Cucumis,sativa,gt30,r3,mt30,30.0569264338462,1.07398281083213,263.109981024508,2.16
csativa_gt30C_r3_mt32_data,Cucumis,sativa,gt30,r3,mt32,32.0543029476923,1.16984145843947,263.109981024508,2.16
csativa_gt30C_r3_mt41_data,Cucumis,sativa,gt30,r3,mt41,41.0428936315385,1.76219473672014,263.109981024508,2.16
